period,account_code,account_name,statement_section,amount
2025-03,4090,Insurance Reimbursements True-up,Revenue,-16983.01
2025-03,4091,Dental Membership Plan Revenue,Revenue,-13586.41
2025-03,4092,Sedation Adjunct Revenue,Revenue,-11322.01
2025-03,4093,Cancellation and Late Fee Revenue,Revenue,-5661.0
2025-03,4094,Capitation Revenue,Revenue,-11322.01
2025-03,4095,Contractual Adjustments and Write-offs,Revenue,-81766.3
2025-03,4096,Lab Cost Reimbursements,Revenue,-9057.61
2025-03,5000,Dental Consumable Supplies,COGS,29976.88
2025-03,5005,Sterilization Supplies,COGS,14988.44
2025-03,5010,Anesthesia and Sedation Drugs,COGS,9992.29
2025-03,5015,Implant Components,COGS,19984.59
2025-03,5020,Endodontic Materials,COGS,9992.29
2025-03,5025,Oral Surgery Supplies,COGS,9992.29
2025-03,5030,Orthodontic Aligner Lab Fees,COGS,19984.59
2025-03,5035,Crown and Bridge Lab Fees,COGS,29976.88
2025-03,5040,Denture and Prosthetic Lab Fees,COGS,14988.44
2025-03,5045,Whitening Material Costs,COGS,4996.15
2025-03,5050,PPE and Infection Control,COGS,12490.37
2025-03,5055,Clinical Laundry and Linen,COGS,4996.15
2025-03,5060,Merchant Processing - Patient Payments,COGS,9992.29
2025-03,5065,Small Clinical Instruments,COGS,7494.22
2025-03,5070,Disposable Chairside Kits,COGS,7494.22
2025-03,5075,Temporary Crown Materials,COGS,4996.15
2025-03,5080,Nitrous Oxide and Gas Supplies,COGS,4996.15
2025-03,5085,Intraoral Scanner Tips,COGS,4996.15
2025-03,5090,Surgical Sutures and Dressings,COGS,4996.15
2025-03,5095,Lab Shipping and Handling,COGS,7494.22
2025-03,6000,Dentist Payroll,Operating Expense,109808.73
2025-03,6005,Dentist Payroll Taxes,Operating Expense,9150.73
2025-03,6010,Hygienist Payroll,Operating Expense,77781.19
2025-03,6015,Hygienist Payroll Taxes,Operating Expense,6405.51
2025-03,6020,Dental Assistant Payroll,Operating Expense,68630.46
2025-03,6025,Dental Assistant Payroll Taxes,Operating Expense,5490.44
2025-03,6030,Front Desk Payroll,Operating Expense,41178.27
2025-03,6035,Front Desk Payroll Taxes,Operating Expense,3202.75
2025-03,6040,Practice Manager Payroll,Operating Expense,21961.75
2025-03,6045,Practice Manager Payroll Taxes,Operating Expense,1830.15
2025-03,6050,Employee Benefits - Health,Operating Expense,20131.6
2025-03,6055,Employee Benefits - Retirement,Operating Expense,7320.58
2025-03,6060,Rent - Main Clinic,Operating Expense,45753.64
2025-03,6065,Rent - Satellite Operatories,Operating Expense,9150.73
2025-03,6070,Common Area Maintenance,Operating Expense,8235.65
2025-03,6075,Property Insurance,Operating Expense,3660.29
2025-03,6080,Utilities - Electric and Gas,Operating Expense,4575.36
2025-03,6085,Utilities - Water and Waste,Operating Expense,1830.15
2025-03,6090,Telephone and Internet,Operating Expense,1830.15
2025-03,6095,Software Subscriptions - PMS,Operating Expense,4575.36
2025-03,6100,Software Subscriptions - Imaging,Operating Expense,2745.22
2025-03,6105,IT Support and Cybersecurity,Operating Expense,3660.29
2025-03,6110,Marketing - Digital Ads,Operating Expense,9150.73
2025-03,6115,Marketing - Community Outreach,Operating Expense,2745.22
2025-03,6120,Professional Fees - Legal,Operating Expense,1830.15
2025-03,6125,Professional Fees - Accounting,Operating Expense,2287.68
2025-03,6130,Bank Charges and ACH Fees,Operating Expense,1189.59
2025-03,6135,Office Supplies,Operating Expense,1189.59
2025-03,6140,Repairs and Maintenance - Equipment,Operating Expense,3660.29
2025-03,6145,Repairs and Maintenance - Facility,Operating Expense,3202.75
2025-03,6150,Travel and Training,Operating Expense,1647.13
2025-03,6155,Licenses and Continuing Education,Operating Expense,2287.68
2025-03,6160,Insurance - Malpractice,Operating Expense,3202.75
2025-03,6165,Insurance - General Liability,Operating Expense,1372.61
2025-03,6170,Janitorial Services,Operating Expense,1647.13
2025-03,6175,Waste Disposal - Biohazard,Operating Expense,1372.61
2025-03,6180,Dues and Subscriptions,Operating Expense,915.07
2025-03,6185,Patient Financing Fees,Operating Expense,2287.68
2025-03,6190,Bad Debt Expense,Operating Expense,4575.36
2025-03,6195,Depreciation Expense,Operating Expense,14641.16
2025-03,6200,Amortization Expense,Operating Expense,1372.61
2025-03,6205,Interest Expense,Operating Expense,3202.75
2025-03,6210,State Franchise and Local Taxes,Operating Expense,65666.26
2025-03,6215,Recruiting Expense,Operating Expense,1281.1
2025-03,6220,Postage and Courier,Operating Expense,732.06
2025-03,6225,Security Monitoring,Operating Expense,915.07
2025-03,6230,Clinical Consulting Fees,Operating Expense,1647.13
2025-03,6235,Temporary Staffing,Operating Expense,4117.83
2025-03,6240,Software Implementation Costs,Operating Expense,1098.09
2025-03,6245,Smallwares and Breakroom,Operating Expense,823.57
2025-04,1000,Operating Cash,Balance Sheet,866016.39
2025-04,1005,Payroll Cash,Balance Sheet,140979.41
2025-04,1100,Accounts Receivable - Insurance,Balance Sheet,27383.73
2025-04,1105,Accounts Receivable - Patient,Balance Sheet,13493.43
2025-04,1115,Allowance for Doubtful Accounts,Balance Sheet,-1190.6
2025-04,1200,Inventory - Clinical Supplies,Balance Sheet,37866.74
2025-04,1210,Prepaid Insurance,Balance Sheet,687.59
2025-04,1215,Prepaid Rent,Balance Sheet,634.7
2025-04,1300,Dental Equipment - Gross,Balance Sheet,1561633.79
2025-04,1310,Leasehold Improvements - Gross,Balance Sheet,957130.39
2025-04,1320,Accumulated Depreciation,Balance Sheet,-1115521.28
2025-04,1325,ROU Asset - Operating Leases,Balance Sheet,274400.0
2025-04,2000,Accounts Payable - Trade,Balance Sheet,-79734.44
2025-04,2005,Accounts Payable - Labs,Balance Sheet,-41075.32
2025-04,2010,Accrued Payroll and Taxes,Balance Sheet,-22167.59
2025-04,2025,Accrued Other Expenses,Balance Sheet,-20462.39
2025-04,2035,Patient Prepayments,Balance Sheet,-10513.22
2025-04,2040,Deferred Revenue - Membership Plan,Balance Sheet,-7747.2
2025-04,2055,Line of Credit,Balance Sheet,-0.0
2025-04,2060,Long-term Debt,Balance Sheet,-529273.12
2025-04,3000,Common Stock,Balance Sheet,-100000.0
2025-04,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2025-04,3010,Retained Earnings,Balance Sheet,-1874259.23
2025-04,3015,Owner Distributions,Balance Sheet,41718.22
2025-04,3045,Current Year Earnings,Balance Sheet,446321.09
2025-04,4000,Hygiene Preventive Revenue,Revenue,-199124.1
2025-04,4005,Hygiene Periodontal Revenue,Revenue,-91903.43
2025-04,4010,Periodic Exams Revenue,Revenue,-61268.95
2025-04,4015,New Patient Exams Revenue,Revenue,-45951.71
2025-04,4020,Restorative Fillings Revenue,Revenue,-122537.91
2025-04,4025,Crown and Bridge Revenue,Revenue,-153172.38
2025-04,4030,Endodontic Revenue,Revenue,-91903.43
2025-04,4035,Oral Surgery Revenue,Revenue,-91903.43
2025-04,4040,Invisalign Revenue,Revenue,-122537.91
2025-04,4045,Whitening Revenue,Revenue,-30634.48
2025-04,4050,Pediatric Dentistry Revenue,Revenue,-45951.71
2025-04,4055,Implant Placement Revenue,Revenue,-107220.67
2025-04,4060,Implant Restoration Revenue,Revenue,-61268.95
2025-04,4065,Prosthodontic Revenue,Revenue,-45951.71
2025-04,4070,Emergency Visit Revenue,Revenue,-38293.1
2025-04,4075,Radiography and Diagnostics Revenue,Revenue,-38293.1
2025-04,4080,Night Guard and Appliance Revenue,Revenue,-15317.24
2025-04,4085,Other Clinical Revenue,Revenue,-15317.24
2025-04,4090,Insurance Reimbursements True-up,Revenue,-22975.86
2025-04,4091,Dental Membership Plan Revenue,Revenue,-18380.69
2025-04,4092,Sedation Adjunct Revenue,Revenue,-15317.24
2025-04,4093,Cancellation and Late Fee Revenue,Revenue,-7658.62
2025-04,4094,Capitation Revenue,Revenue,-15317.24
2025-04,4095,Contractual Adjustments and Write-offs,Revenue,-112759.29
2025-04,4096,Lab Cost Reimbursements,Revenue,-12253.79
2025-04,5000,Dental Consumable Supplies,COGS,40495.12
2025-04,5005,Sterilization Supplies,COGS,20247.56
2025-04,5010,Anesthesia and Sedation Drugs,COGS,13498.37
2025-04,5015,Implant Components,COGS,26996.75
2025-04,5020,Endodontic Materials,COGS,13498.37
2025-04,5025,Oral Surgery Supplies,COGS,13498.37
2025-04,5030,Orthodontic Aligner Lab Fees,COGS,26996.75
2025-04,5035,Crown and Bridge Lab Fees,COGS,40495.12
2025-04,5040,Denture and Prosthetic Lab Fees,COGS,20247.56
2025-04,5045,Whitening Material Costs,COGS,6749.19
2025-04,5050,PPE and Infection Control,COGS,16872.97
2025-04,5055,Clinical Laundry and Linen,COGS,6749.19
2025-04,5060,Merchant Processing - Patient Payments,COGS,13498.37
2025-04,5065,Small Clinical Instruments,COGS,10123.78
2025-04,5070,Disposable Chairside Kits,COGS,10123.78
2025-04,5075,Temporary Crown Materials,COGS,6749.19
2025-04,5080,Nitrous Oxide and Gas Supplies,COGS,6749.19
2025-04,5085,Intraoral Scanner Tips,COGS,6749.19
2025-04,5090,Surgical Sutures and Dressings,COGS,6749.19
2025-04,5095,Lab Shipping and Handling,COGS,10123.78
2025-04,6000,Dentist Payroll,Operating Expense,151310.02
2025-04,6005,Dentist Payroll Taxes,Operating Expense,12609.17
2025-04,6010,Hygienist Payroll,Operating Expense,107177.93
2025-04,6015,Hygienist Payroll Taxes,Operating Expense,8826.42
2025-04,6020,Dental Assistant Payroll,Operating Expense,94568.77
2025-04,6025,Dental Assistant Payroll Taxes,Operating Expense,7565.5
2025-04,6030,Front Desk Payroll,Operating Expense,56741.26
2025-04,6035,Front Desk Payroll Taxes,Operating Expense,4413.21
2025-04,6040,Practice Manager Payroll,Operating Expense,30262.0
2025-04,6045,Practice Manager Payroll Taxes,Operating Expense,2521.83
2025-04,6050,Employee Benefits - Health,Operating Expense,27740.17
2025-04,6055,Employee Benefits - Retirement,Operating Expense,10087.33
2025-04,6060,Rent - Main Clinic,Operating Expense,63045.84
2025-04,6065,Rent - Satellite Operatories,Operating Expense,12609.17
2025-04,6070,Common Area Maintenance,Operating Expense,11348.25
2025-04,6075,Property Insurance,Operating Expense,5043.67
2025-04,6080,Utilities - Electric and Gas,Operating Expense,6304.58
2025-04,6085,Utilities - Water and Waste,Operating Expense,2521.83
2025-04,6090,Telephone and Internet,Operating Expense,2521.83
2025-04,6095,Software Subscriptions - PMS,Operating Expense,6304.58
2025-04,6100,Software Subscriptions - Imaging,Operating Expense,3782.75
2025-04,6105,IT Support and Cybersecurity,Operating Expense,5043.67
2025-04,6110,Marketing - Digital Ads,Operating Expense,12609.17
2025-04,6115,Marketing - Community Outreach,Operating Expense,3782.75
2025-04,6120,Professional Fees - Legal,Operating Expense,2521.83
2025-04,6125,Professional Fees - Accounting,Operating Expense,3152.29
2025-04,6130,Bank Charges and ACH Fees,Operating Expense,1639.19
2025-04,6135,Office Supplies,Operating Expense,1639.19
2025-04,6140,Repairs and Maintenance - Equipment,Operating Expense,5043.67
2025-04,6145,Repairs and Maintenance - Facility,Operating Expense,4413.21
2025-04,6150,Travel and Training,Operating Expense,2269.65
2025-04,6155,Licenses and Continuing Education,Operating Expense,3152.29
2025-04,6160,Insurance - Malpractice,Operating Expense,4413.21
2025-04,6165,Insurance - General Liability,Operating Expense,1891.38
2025-04,6170,Janitorial Services,Operating Expense,2269.65
2025-04,6175,Waste Disposal - Biohazard,Operating Expense,1891.38
2025-04,6180,Dues and Subscriptions,Operating Expense,1260.92
2025-04,6185,Patient Financing Fees,Operating Expense,3152.29
2025-04,6190,Bad Debt Expense,Operating Expense,6304.58
2025-04,6195,Depreciation Expense,Operating Expense,20174.67
2025-04,6200,Amortization Expense,Operating Expense,1891.38
2025-04,6205,Interest Expense,Operating Expense,4413.21
2025-04,6210,State Franchise and Local Taxes,Operating Expense,84818.97
2025-04,6215,Recruiting Expense,Operating Expense,1765.28
2025-04,6220,Postage and Courier,Operating Expense,1008.73
2025-04,6225,Security Monitoring,Operating Expense,1260.92
2025-04,6230,Clinical Consulting Fees,Operating Expense,2269.65
2025-04,6235,Temporary Staffing,Operating Expense,5674.13
2025-04,6240,Software Implementation Costs,Operating Expense,1513.1
2025-04,6245,Smallwares and Breakroom,Operating Expense,1134.83
2025-05,1000,Operating Cash,Balance Sheet,920738.49
2025-05,1005,Payroll Cash,Balance Sheet,149887.66
2025-05,1100,Accounts Receivable - Insurance,Balance Sheet,23176.93
2025-05,1105,Accounts Receivable - Patient,Balance Sheet,11420.52
2025-05,1115,Allowance for Doubtful Accounts,Balance Sheet,-1007.69
2025-05,1200,Inventory - Clinical Supplies,Balance Sheet,39031.41
2025-05,1210,Prepaid Insurance,Balance Sheet,891.1
2025-05,1215,Prepaid Rent,Balance Sheet,822.55
2025-05,1300,Dental Equipment - Gross,Balance Sheet,1569366.71
2025-05,1310,Leasehold Improvements - Gross,Balance Sheet,961869.92
2025-05,1320,Accumulated Depreciation,Balance Sheet,-1121056.63
2025-05,1325,ROU Asset - Operating Leases,Balance Sheet,269200.0
2025-05,2000,Accounts Payable - Trade,Balance Sheet,-89971.96
2025-05,2005,Accounts Payable - Labs,Balance Sheet,-46349.19
2025-05,2010,Accrued Payroll and Taxes,Balance Sheet,-23436.5
2025-05,2025,Accrued Other Expenses,Balance Sheet,-21633.69
2025-05,2035,Patient Prepayments,Balance Sheet,-10732.18
2025-05,2040,Deferred Revenue - Membership Plan,Balance Sheet,-6551.46
2025-05,2055,Line of Credit,Balance Sheet,-0.0
2025-05,2060,Long-term Debt,Balance Sheet,-523476.6
2025-05,3000,Common Stock,Balance Sheet,-100000.0
2025-05,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2025-05,3010,Retained Earnings,Balance Sheet,-1923907.61
2025-05,3015,Owner Distributions,Balance Sheet,41718.22
2025-05,3045,Current Year Earnings,Balance Sheet,550867.26
2025-05,4000,Hygiene Preventive Revenue,Revenue,-251137.01
2025-05,4005,Hygiene Periodontal Revenue,Revenue,-115909.39
2025-05,4010,Periodic Exams Revenue,Revenue,-77272.93
2025-05,4015,New Patient Exams Revenue,Revenue,-57954.7
2025-05,4020,Restorative Fillings Revenue,Revenue,-154545.85
2025-05,4025,Crown and Bridge Revenue,Revenue,-193182.32
2025-05,4030,Endodontic Revenue,Revenue,-115909.39
2025-05,4035,Oral Surgery Revenue,Revenue,-115909.39
2025-05,4040,Invisalign Revenue,Revenue,-154545.85
2025-05,4045,Whitening Revenue,Revenue,-38636.46
2025-05,4050,Pediatric Dentistry Revenue,Revenue,-57954.7
2025-05,4055,Implant Placement Revenue,Revenue,-135227.62
2025-05,4060,Implant Restoration Revenue,Revenue,-77272.93
2025-05,4065,Prosthodontic Revenue,Revenue,-57954.7
2025-05,4070,Emergency Visit Revenue,Revenue,-48295.58
2025-05,4075,Radiography and Diagnostics Revenue,Revenue,-48295.58
2025-05,4080,Night Guard and Appliance Revenue,Revenue,-19318.23
2025-05,4085,Other Clinical Revenue,Revenue,-19318.23
2025-05,4090,Insurance Reimbursements True-up,Revenue,-28977.35
2025-05,4091,Dental Membership Plan Revenue,Revenue,-23181.88
2025-05,4092,Sedation Adjunct Revenue,Revenue,-19318.23
2025-05,4093,Cancellation and Late Fee Revenue,Revenue,-9659.12
2025-05,4094,Capitation Revenue,Revenue,-19318.23
2025-05,4095,Contractual Adjustments and Write-offs,Revenue,-140208.18
2025-05,4096,Lab Cost Reimbursements,Revenue,-15454.59
2025-05,5000,Dental Consumable Supplies,COGS,51492.34
2025-05,5005,Sterilization Supplies,COGS,25746.17
2025-05,5010,Anesthesia and Sedation Drugs,COGS,17164.11
2025-05,5015,Implant Components,COGS,34328.22
2025-05,5020,Endodontic Materials,COGS,17164.11
2025-05,5025,Oral Surgery Supplies,COGS,17164.11
2025-05,5030,Orthodontic Aligner Lab Fees,COGS,34328.22
2025-05,5035,Crown and Bridge Lab Fees,COGS,51492.34
2025-05,5040,Denture and Prosthetic Lab Fees,COGS,25746.17
2025-05,5045,Whitening Material Costs,COGS,8582.06
2025-05,5050,PPE and Infection Control,COGS,21455.14
2025-05,5055,Clinical Laundry and Linen,COGS,8582.06
2025-05,5060,Merchant Processing - Patient Payments,COGS,17164.11
2025-05,5065,Small Clinical Instruments,COGS,12873.08
2025-05,5070,Disposable Chairside Kits,COGS,12873.08
2025-05,5075,Temporary Crown Materials,COGS,8582.06
2025-05,5080,Nitrous Oxide and Gas Supplies,COGS,8582.06
2025-05,5085,Intraoral Scanner Tips,COGS,8582.06
2025-05,5090,Surgical Sutures and Dressings,COGS,8582.06
2025-05,5095,Lab Shipping and Handling,COGS,12873.08
2025-05,6000,Dentist Payroll,Operating Expense,192825.17
2025-05,6005,Dentist Payroll Taxes,Operating Expense,16068.76
2025-05,6010,Hygienist Payroll,Operating Expense,136584.5
2025-05,6015,Hygienist Payroll Taxes,Operating Expense,11248.14
2025-05,6020,Dental Assistant Payroll,Operating Expense,120515.73
2025-05,6025,Dental Assistant Payroll Taxes,Operating Expense,9641.26
2025-05,6030,Front Desk Payroll,Operating Expense,72309.44
2025-05,6035,Front Desk Payroll Taxes,Operating Expense,5624.07
2025-05,6040,Practice Manager Payroll,Operating Expense,38565.03
2025-05,6045,Practice Manager Payroll Taxes,Operating Expense,3213.75
2025-05,6050,Employee Benefits - Health,Operating Expense,35351.28
2025-05,6055,Employee Benefits - Retirement,Operating Expense,12855.01
2025-05,6060,Rent - Main Clinic,Operating Expense,80343.82
2025-05,6065,Rent - Satellite Operatories,Operating Expense,16068.76
2025-05,6070,Common Area Maintenance,Operating Expense,14461.89
2025-05,6075,Property Insurance,Operating Expense,6427.51
2025-05,6080,Utilities - Electric and Gas,Operating Expense,8034.38
2025-05,6085,Utilities - Water and Waste,Operating Expense,3213.75
2025-05,6090,Telephone and Internet,Operating Expense,3213.75
2025-05,6095,Software Subscriptions - PMS,Operating Expense,8034.38
2025-05,6100,Software Subscriptions - Imaging,Operating Expense,4820.63
2025-05,6105,IT Support and Cybersecurity,Operating Expense,6427.51
2025-05,6110,Marketing - Digital Ads,Operating Expense,16068.76
2025-05,6115,Marketing - Community Outreach,Operating Expense,4820.63
2025-05,6120,Professional Fees - Legal,Operating Expense,3213.75
2025-05,6125,Professional Fees - Accounting,Operating Expense,4017.19
2025-05,6130,Bank Charges and ACH Fees,Operating Expense,2088.94
2025-05,6135,Office Supplies,Operating Expense,2088.94
2025-05,6140,Repairs and Maintenance - Equipment,Operating Expense,6427.51
2025-05,6145,Repairs and Maintenance - Facility,Operating Expense,5624.07
2025-05,6150,Travel and Training,Operating Expense,2892.38
2025-05,6155,Licenses and Continuing Education,Operating Expense,4017.19
2025-05,6160,Insurance - Malpractice,Operating Expense,5624.07
2025-05,6165,Insurance - General Liability,Operating Expense,2410.31
2025-05,6170,Janitorial Services,Operating Expense,2892.38
2025-05,6175,Waste Disposal - Biohazard,Operating Expense,2410.31
2025-05,6180,Dues and Subscriptions,Operating Expense,1606.88
2025-05,6185,Patient Financing Fees,Operating Expense,4017.19
2025-05,6190,Bad Debt Expense,Operating Expense,8034.38
2025-05,6195,Depreciation Expense,Operating Expense,25710.02
2025-05,6200,Amortization Expense,Operating Expense,2410.31
2025-05,6205,Interest Expense,Operating Expense,5624.07
2025-05,6210,State Franchise and Local Taxes,Operating Expense,104046.97
2025-05,6215,Recruiting Expense,Operating Expense,2249.63
2025-05,6220,Postage and Courier,Operating Expense,1285.5
2025-05,6225,Security Monitoring,Operating Expense,1606.88
2025-05,6230,Clinical Consulting Fees,Operating Expense,2892.38
2025-05,6235,Temporary Staffing,Operating Expense,7230.94
2025-05,6240,Software Implementation Costs,Operating Expense,1928.25
2025-05,6245,Smallwares and Breakroom,Operating Expense,1446.19
2025-06,1000,Operating Cash,Balance Sheet,926217.67
2025-06,1005,Payroll Cash,Balance Sheet,150779.62
2025-06,1100,Accounts Receivable - Insurance,Balance Sheet,28571.91
2025-06,1105,Accounts Receivable - Patient,Balance Sheet,14078.91
2025-06,1115,Allowance for Doubtful Accounts,Balance Sheet,-1242.26
2025-06,1200,Inventory - Clinical Supplies,Balance Sheet,31439.13
2025-06,1210,Prepaid Insurance,Balance Sheet,910.89
2025-06,1215,Prepaid Rent,Balance Sheet,840.82
2025-06,1300,Dental Equipment - Gross,Balance Sheet,1582603.1
2025-06,1310,Leasehold Improvements - Gross,Balance Sheet,969982.55
2025-06,1320,Accumulated Depreciation,Balance Sheet,-1126624.58
2025-06,1325,ROU Asset - Operating Leases,Balance Sheet,264000.0
2025-06,2000,Accounts Payable - Trade,Balance Sheet,-75312.63
2025-06,2005,Accounts Payable - Labs,Balance Sheet,-38797.42
2025-06,2010,Accrued Payroll and Taxes,Balance Sheet,-22869.6
2025-06,2025,Accrued Other Expenses,Balance Sheet,-21110.4
2025-06,2035,Patient Prepayments,Balance Sheet,-7164.11
2025-06,2040,Deferred Revenue - Membership Plan,Balance Sheet,-9369.12
2025-06,2055,Line of Credit,Balance Sheet,-0.0
2025-06,2060,Long-term Debt,Balance Sheet,-515396.42
2025-06,3000,Common Stock,Balance Sheet,-100000.0
2025-06,3005,Additional Paid-in Capital,Balance Sheet,-120000.0
2025-06,3010,Retained Earnings,Balance Sheet,-1976610.36
2025-06,3015,Owner Distributions,Balance Sheet,45072.3
2025-06,3045,Current Year Earnings,Balance Sheet,654718.83
2025-06,4000,Hygiene Preventive Revenue,Revenue,-302906.34
2025-06,4005,Hygiene Periodontal Revenue,Revenue,-139802.93
2025-06,4010,Periodic Exams Revenue,Revenue,-93201.95
2025-06,4015,New Patient Exams Revenue,Revenue,-69901.46
2025-06,4020,Restorative Fillings Revenue,Revenue,-186403.9
2025-06,4025,Crown and Bridge Revenue,Revenue,-233004.88
2025-06,4030,Endodontic Revenue,Revenue,-139802.93
2025-06,4035,Oral Surgery Revenue,Revenue,-139802.93
2025-06,4040,Invisalign Revenue,Revenue,-186403.9
2025-06,4045,Whitening Revenue,Revenue,-46600.98
2025-06,4050,Pediatric Dentistry Revenue,Revenue,-69901.46
2025-06,4055,Implant Placement Revenue,Revenue,-163103.41
2025-06,4060,Implant Restoration Revenue,Revenue,-93201.95
2025-06,4065,Prosthodontic Revenue,Revenue,-69901.46
2025-06,4070,Emergency Visit Revenue,Revenue,-58251.22
2025-06,4075,Radiography and Diagnostics Revenue,Revenue,-58251.22
2025-06,4080,Night Guard and Appliance Revenue,Revenue,-23300.49
2025-06,4085,Other Clinical Revenue,Revenue,-23300.49
2025-06,4090,Insurance Reimbursements True-up,Revenue,-34950.73
2025-06,4091,Dental Membership Plan Revenue,Revenue,-27960.59
2025-06,4092,Sedation Adjunct Revenue,Revenue,-23300.49
2025-06,4093,Cancellation and Late Fee Revenue,Revenue,-11650.24
2025-06,4094,Capitation Revenue,Revenue,-23300.49
2025-06,4095,Contractual Adjustments and Write-offs,Revenue,-165782.62
2025-06,4096,Lab Cost Reimbursements,Revenue,-18640.39
2025-06,5000,Dental Consumable Supplies,COGS,61812.83
2025-06,5005,Sterilization Supplies,COGS,30906.41
2025-06,5010,Anesthesia and Sedation Drugs,COGS,20604.28
2025-06,5015,Implant Components,COGS,41208.55
2025-06,5020,Endodontic Materials,COGS,20604.28
2025-06,5025,Oral Surgery Supplies,COGS,20604.28
2025-06,5030,Orthodontic Aligner Lab Fees,COGS,41208.55
2025-06,5035,Crown and Bridge Lab Fees,COGS,61812.83
2025-06,5040,Denture and Prosthetic Lab Fees,COGS,30906.41
2025-06,5045,Whitening Material Costs,COGS,10302.14
2025-06,5050,PPE and Infection Control,COGS,25755.35
2025-06,5055,Clinical Laundry and Linen,COGS,10302.14
2025-06,5060,Merchant Processing - Patient Payments,COGS,20604.28
2025-06,5065,Small Clinical Instruments,COGS,15453.21
2025-06,5070,Disposable Chairside Kits,COGS,15453.21
2025-06,5075,Temporary Crown Materials,COGS,10302.14
2025-06,5080,Nitrous Oxide and Gas Supplies,COGS,10302.14
2025-06,5085,Intraoral Scanner Tips,COGS,10302.14
2025-06,5090,Surgical Sutures and Dressings,COGS,10302.14
2025-06,5095,Lab Shipping and Handling,COGS,15453.21
2025-06,6000,Dentist Payroll,Operating Expense,234584.83
2025-06,6005,Dentist Payroll Taxes,Operating Expense,19548.74
2025-06,6010,Hygienist Payroll,Operating Expense,166164.25
2025-06,6015,Hygienist Payroll Taxes,Operating Expense,13684.12
2025-06,6020,Dental Assistant Payroll,Operating Expense,146615.52
2025-06,6025,Dental Assistant Payroll Taxes,Operating Expense,11729.24
2025-06,6030,Front Desk Payroll,Operating Expense,87969.31
2025-06,6035,Front Desk Payroll Taxes,Operating Expense,6842.06
2025-06,6040,Practice Manager Payroll,Operating Expense,46916.97
2025-06,6045,Practice Manager Payroll Taxes,Operating Expense,3909.75
2025-06,6050,Employee Benefits - Health,Operating Expense,43007.22
2025-06,6055,Employee Benefits - Retirement,Operating Expense,15638.99
2025-06,6060,Rent - Main Clinic,Operating Expense,97743.68
2025-06,6065,Rent - Satellite Operatories,Operating Expense,19548.74
2025-06,6070,Common Area Maintenance,Operating Expense,17593.86
2025-06,6075,Property Insurance,Operating Expense,7819.49
2025-06,6080,Utilities - Electric and Gas,Operating Expense,9774.37
2025-06,6085,Utilities - Water and Waste,Operating Expense,3909.75
2025-06,6090,Telephone and Internet,Operating Expense,3909.75
2025-06,6095,Software Subscriptions - PMS,Operating Expense,9774.37
2025-06,6100,Software Subscriptions - Imaging,Operating Expense,5864.62
2025-06,6105,IT Support and Cybersecurity,Operating Expense,7819.49
2025-06,6110,Marketing - Digital Ads,Operating Expense,19548.74
2025-06,6115,Marketing - Community Outreach,Operating Expense,5864.62
2025-06,6120,Professional Fees - Legal,Operating Expense,3909.75
2025-06,6125,Professional Fees - Accounting,Operating Expense,4887.18
2025-06,6130,Bank Charges and ACH Fees,Operating Expense,2541.34
2025-06,6135,Office Supplies,Operating Expense,2541.34
2025-06,6140,Repairs and Maintenance - Equipment,Operating Expense,7819.49
2025-06,6145,Repairs and Maintenance - Facility,Operating Expense,6842.06
2025-06,6150,Travel and Training,Operating Expense,3518.77
2025-06,6155,Licenses and Continuing Education,Operating Expense,4887.18
2025-06,6160,Insurance - Malpractice,Operating Expense,6842.06
2025-06,6165,Insurance - General Liability,Operating Expense,2932.31
2025-06,6170,Janitorial Services,Operating Expense,3518.77
2025-06,6175,Waste Disposal - Biohazard,Operating Expense,2932.31
2025-06,6180,Dues and Subscriptions,Operating Expense,1954.87
2025-06,6185,Patient Financing Fees,Operating Expense,4887.18
2025-06,6190,Bad Debt Expense,Operating Expense,9774.37
2025-06,6195,Depreciation Expense,Operating Expense,31277.98
2025-06,6200,Amortization Expense,Operating Expense,2932.31
2025-06,6205,Interest Expense,Operating Expense,6842.06
2025-06,6210,State Franchise and Local Taxes,Operating Expense,124409.76
2025-06,6215,Recruiting Expense,Operating Expense,2736.82
2025-06,6220,Postage and Courier,Operating Expense,1563.9
2025-06,6225,Security Monitoring,Operating Expense,1954.87
2025-06,6230,Clinical Consulting Fees,Operating Expense,3518.77
2025-06,6235,Temporary Staffing,Operating Expense,8796.93
2025-06,6240,Software Implementation Costs,Operating Expense,2345.85
2025-06,6245,Smallwares and Breakroom,Operating Expense,1759.39
2025-07,1000,Operating Cash,Balance Sheet,992811.06
2025-07,1005,Payroll Cash,Balance Sheet,161620.41
2025-07,1100,Accounts Receivable - Insurance,Balance Sheet,23578.07
2025-07,1105,Accounts Receivable - Patient,Balance Sheet,11618.18
2025-07,1115,Allowance for Doubtful Accounts,Balance Sheet,-1025.13
2025-07,1200,Inventory - Clinical Supplies,Balance Sheet,28799.82
2025-07,1210,Prepaid Insurance,Balance Sheet,894.78
2025-07,1215,Prepaid Rent,Balance Sheet,825.95
2025-07,1300,Dental Equipment - Gross,Balance Sheet,1576093.74
2025-07,1310,Leasehold Improvements - Gross,Balance Sheet,965992.93
